#ParKey,BaseParRate,ScenarioParRate
IndexCurve/EUR-EURIBOR-3M/2,-0.000206597866,-0.000106597866
IndexCurve/EUR-EURIBOR-3M/3,-0.000977249991,-0.000877249991
IndexCurve/EUR-EURIBOR-3M/4,-0.001304432335,-0.001204432335
IndexCurve/EUR-EURIBOR-3M/5,-0.001539776140,-0.001439776140
IndexCurve/EUR-EURIBOR-3M/6,-0.001801494395,-0.001701494395
IndexCurve/EUR-EURIBOR-3M/7,-0.001458022121,-0.001358022121
IndexCurve/EUR-EURIBOR-3M/8,-0.000774217445,-0.000674217445
IndexCurve/EUR-EURIBOR-3M/9,0.000111433305,0.000211433305
IndexCurve/EUR-EURIBOR-3M/10,0.002240833547,0.002340833547
IndexCurve/EUR-EURIBOR-3M/11,0.005695351659,0.005795351659
IndexCurve/EUR-EURIBOR-3M/12,0.009215362726,0.009315362726
IndexCurve/EUR-EURIBOR-3M/13,0.010404879994,0.010504879994
IndexCurve/EUR-EURIBOR-3M/14,0.010961576386,0.011061576386
IndexCurve/EUR-EURIBOR-3M/15,0.010903814705,0.011003814705
IndexCurve/EUR-EURIBOR-6M/0,0.000245985881,0.000345985881
IndexCurve/EUR-EURIBOR-6M/1,0.000245987141,0.000345987141
IndexCurve/EUR-EURIBOR-6M/2,0.000245992268,0.000345992268
IndexCurve/EUR-EURIBOR-6M/3,0.000226267881,0.000326267881
IndexCurve/EUR-EURIBOR-6M/4,-0.000069133275,0.000030866725
IndexCurve/EUR-EURIBOR-6M/5,-0.000229746276,-0.000129746276
IndexCurve/EUR-EURIBOR-6M/6,-0.000459701902,-0.000359701902
IndexCurve/EUR-EURIBOR-6M/7,-0.000142358131,-0.000042358131
IndexCurve/EUR-EURIBOR-6M/8,0.000637040454,0.000737040454
IndexCurve/EUR-EURIBOR-6M/9,0.001530799296,0.001630799296
IndexCurve/EUR-EURIBOR-6M/10,0.003696562404,0.003796562404
IndexCurve/EUR-EURIBOR-6M/11,0.006946370314,0.007046370314
IndexCurve/EUR-EURIBOR-6M/12,0.009959498812,0.010059498812
IndexCurve/EUR-EURIBOR-6M/13,0.011244196837,0.011344196837
IndexCurve/EUR-EURIBOR-6M/14,0.011601506765,0.011701506765
IndexCurve/EUR-EURIBOR-6M/15,0.011549370565,0.011649370565
IndexCurve/GBP-LIBOR-3M/0,0.005949363510,0.006049363510
IndexCurve/GBP-LIBOR-3M/1,0.006006644734,0.006106644734
IndexCurve/GBP-LIBOR-3M/2,0.006719000000,0.006819000000
IndexCurve/GBP-LIBOR-3M/3,0.007232691500,0.007332691500
IndexCurve/GBP-LIBOR-3M/4,0.007409024792,0.007509024792
IndexCurve/GBP-LIBOR-3M/5,0.007492662176,0.007592662176
IndexCurve/GBP-LIBOR-3M/6,0.007159247920,0.007259247920
IndexCurve/GBP-LIBOR-3M/7,0.007622188896,0.007722188896
IndexCurve/GBP-LIBOR-3M/8,0.008202216845,0.008302216845
IndexCurve/GBP-LIBOR-3M/9,0.009130609205,0.009230609205
IndexCurve/GBP-LIBOR-3M/10,0.010935853559,0.011035853559
IndexCurve/GBP-LIBOR-3M/11,0.013645685939,0.013745685939
IndexCurve/GBP-LIBOR-3M/12,0.015724813632,0.015824813632
IndexCurve/GBP-LIBOR-3M/13,0.016655277910,0.016755277910
IndexCurve/GBP-LIBOR-3M/14,0.016685963954,0.016785963954
IndexCurve/GBP-LIBOR-3M/15,0.016706476781,0.016806476781
IndexCurve/GBP-LIBOR-6M/0,0.005949363510,0.006049363510
IndexCurve/GBP-LIBOR-6M/1,0.006006644734,0.006106644734
IndexCurve/GBP-LIBOR-6M/2,0.006719000000,0.006819000000
IndexCurve/GBP-LIBOR-6M/3,0.008946000000,0.009046000000
IndexCurve/GBP-LIBOR-6M/4,0.007842682130,0.007942682130
IndexCurve/GBP-LIBOR-6M/5,0.008559849004,0.008659849004
IndexCurve/GBP-LIBOR-6M/6,0.008265457691,0.008365457691
IndexCurve/GBP-LIBOR-6M/7,0.008687092434,0.008787092434
IndexCurve/GBP-LIBOR-6M/8,0.009327625884,0.009427625884
IndexCurve/GBP-LIBOR-6M/9,0.010029834966,0.010129834966
IndexCurve/GBP-LIBOR-6M/10,0.011985924685,0.012085924685
IndexCurve/GBP-LIBOR-6M/11,0.014513413222,0.014613413222
IndexCurve/GBP-LIBOR-6M/12,0.016384243100,0.016484243100
IndexCurve/GBP-LIBOR-6M/13,0.017005205862,0.017105205862
IndexCurve/GBP-LIBOR-6M/14,0.016824714275,0.016924714275
IndexCurve/GBP-LIBOR-6M/15,0.016899256861,0.016999256861
IndexCurve/GBP-SONIA/0,0.005676000000,0.005776000000
IndexCurve/GBP-SONIA/1,0.005719786001,0.005819786001
IndexCurve/GBP-SONIA/2,0.005663000000,0.005763000000
IndexCurve/GBP-SONIA/3,0.005451000000,0.005551000000
IndexCurve/GBP-SONIA/4,0.005235189009,0.005335189009
IndexCurve/GBP-SONIA/5,0.004938567919,0.005038567919
IndexCurve/GBP-SONIA/6,0.004662945416,0.004762945416
IndexCurve/GBP-SONIA/7,0.004978139351,0.005078139351
IndexCurve/GBP-SONIA/8,0.005408064592,0.005508064592
IndexCurve/GBP-SONIA/9,0.006179599143,0.006279599143
IndexCurve/GBP-SONIA/10,0.008029207680,0.008129207680
IndexCurve/GBP-SONIA/11,0.010581292173,0.010681292173
IndexCurve/GBP-SONIA/12,0.013176309051,0.013276309051
IndexCurve/GBP-SONIA/13,0.014059055342,0.014159055342
IndexCurve/GBP-SONIA/14,0.014397535820,0.014497535820
IndexCurve/GBP-SONIA/15,0.014454639325,0.014554639325
IndexCurve/USD-FedFunds/0,0.004462454739,0.004562454739
IndexCurve/USD-FedFunds/1,0.004494950602,0.004594950602
IndexCurve/USD-FedFunds/2,0.004825227027,0.004925227027
IndexCurve/USD-FedFunds/3,0.005211839512,0.005311839512
IndexCurve/USD-FedFunds/4,0.005454012934,0.005554012934
IndexCurve/USD-FedFunds/5,0.005627184801,0.005727184801
IndexCurve/USD-FedFunds/6,0.006427069947,0.006527069947
IndexCurve/USD-FedFunds/7,0.007110279418,0.007210279418
IndexCurve/USD-FedFunds/8,0.008247314639,0.008347314639
IndexCurve/USD-FedFunds/9,0.009239232793,0.009339232793
IndexCurve/USD-FedFunds/10,0.010975219384,0.011075219384
IndexCurve/USD-FedFunds/11,0.013205078069,0.013305078069
IndexCurve/USD-FedFunds/12,0.015848181476,0.015948181476
IndexCurve/USD-FedFunds/13,0.017128392145,0.017228392145
IndexCurve/USD-FedFunds/14,0.017812437036,0.017912437036
IndexCurve/USD-FedFunds/15,0.018100290574,0.018200290574
IndexCurve/USD-LIBOR-3M/0,0.006735038782,0.006835038782
IndexCurve/USD-LIBOR-3M/1,0.007418152600,0.007518152600
IndexCurve/USD-LIBOR-3M/2,0.008085964841,0.008185964841
IndexCurve/USD-LIBOR-3M/3,0.008055083005,0.008155083005
IndexCurve/USD-LIBOR-3M/4,0.008244647692,0.008344647692
IndexCurve/USD-LIBOR-3M/5,0.008609506169,0.008709506169
IndexCurve/USD-LIBOR-3M/6,0.009282260269,0.009382260269
IndexCurve/USD-LIBOR-3M/7,0.010254103721,0.010354103721
IndexCurve/USD-LIBOR-3M/8,0.011302600655,0.011402600655
IndexCurve/USD-LIBOR-3M/9,0.012384427793,0.012484427793
IndexCurve/USD-LIBOR-3M/10,0.014307042088,0.014407042088
IndexCurve/USD-LIBOR-3M/11,0.016702714060,0.016802714060
IndexCurve/USD-LIBOR-3M/12,0.019160055860,0.019260055860
IndexCurve/USD-LIBOR-3M/13,0.020469823332,0.020569823332
IndexCurve/USD-LIBOR-3M/14,0.021089906793,0.021189906793
IndexCurve/USD-LIBOR-3M/15,0.021526143588,0.021626143588
IndexCurve/USD-LIBOR-6M/0,0.006735038782,0.006835038782
IndexCurve/USD-LIBOR-6M/1,0.007418152600,0.007518152600
IndexCurve/USD-LIBOR-6M/2,0.008085241308,0.008185241308
IndexCurve/USD-LIBOR-6M/3,0.008068683834,0.008168683834
IndexCurve/USD-LIBOR-6M/4,0.008581046013,0.008681046013
IndexCurve/USD-LIBOR-6M/5,0.008947465942,0.009047465942
IndexCurve/USD-LIBOR-6M/6,0.007769410482,0.007869410482
IndexCurve/USD-LIBOR-6M/7,0.008880135125,0.008980135125
IndexCurve/USD-LIBOR-6M/8,0.009989062058,0.010089062058
IndexCurve/USD-LIBOR-6M/9,0.011137525070,0.011237525070
IndexCurve/USD-LIBOR-6M/10,0.013183396714,0.013283396714
IndexCurve/USD-LIBOR-6M/11,0.015441379481,0.015541379481
IndexCurve/USD-LIBOR-6M/12,0.017938185898,0.018038185898
IndexCurve/USD-LIBOR-6M/13,0.019203344432,0.019303344432
IndexCurve/USD-LIBOR-6M/14,0.019846962063,0.019946962063
IndexCurve/USD-LIBOR-6M/15,0.020307027882,0.020407027882
SurvivalProbability/CPTY_1/0,0.006008205636,0.006108205636
SurvivalProbability/CPTY_1/1,0.006008308865,0.006108308865
SurvivalProbability/CPTY_1/2,0.006010705919,0.006110705919
SurvivalProbability/CPTY_1/3,0.006011737545,0.006111737545
SurvivalProbability/CPTY_1/4,0.006012736694,0.006112736694
SurvivalProbability/CPTY_1/5,0.006013511044,0.006113511044
SurvivalProbability/CPTY_1/6,0.006015200516,0.006115200516
SurvivalProbability/CPTY_1/7,0.006016748079,0.006116748079
SurvivalProbability/CPTY_1/8,0.006017402688,0.006117402688
SurvivalProbability/CPTY_1/9,0.006018055651,0.006118055651
SurvivalProbability/CPTY_1/10,0.006018801735,0.006118801735
SurvivalProbability/CPTY_2/0,0.006008205636,0.006108205636
SurvivalProbability/CPTY_2/1,0.006008308865,0.006108308865
SurvivalProbability/CPTY_2/2,0.006010705919,0.006110705919
SurvivalProbability/CPTY_2/3,0.006011737545,0.006111737545
SurvivalProbability/CPTY_2/4,0.006012736694,0.006112736694
SurvivalProbability/CPTY_2/5,0.006013511044,0.006113511044
SurvivalProbability/CPTY_2/6,0.006015200516,0.006115200516
SurvivalProbability/CPTY_2/7,0.006016748079,0.006116748079
SurvivalProbability/CPTY_2/8,0.006017402688,0.006117402688
SurvivalProbability/CPTY_2/9,0.006018055651,0.006118055651
SurvivalProbability/CPTY_2/10,0.006018801735,0.006118801735
SurvivalProbability/CPTY_3/0,0.006008205636,0.006108205636
SurvivalProbability/CPTY_3/1,0.006008308865,0.006108308865
SurvivalProbability/CPTY_3/2,0.006010705919,0.006110705919
SurvivalProbability/CPTY_3/3,0.006011737545,0.006111737545
SurvivalProbability/CPTY_3/4,0.006012736694,0.006112736694
SurvivalProbability/CPTY_3/5,0.006013511044,0.006113511044
SurvivalProbability/CPTY_3/6,0.006015200516,0.006115200516
SurvivalProbability/CPTY_3/7,0.006016748079,0.006116748079
SurvivalProbability/CPTY_3/8,0.006017402688,0.006117402688
SurvivalProbability/CPTY_3/9,0.006018055651,0.006118055651
SurvivalProbability/CPTY_3/10,0.006018801735,0.006118801735
ZeroInflationCurve/EUHICPXT/0,0.011204469743,0.011304469743
ZeroInflationCurve/EUHICPXT/1,0.011625000000,0.011725000000
ZeroInflationCurve/EUHICPXT/2,0.008175000000,0.008275000000
ZeroInflationCurve/EUHICPXT/3,0.008175000000,0.008275000000
ZeroInflationCurve/EUHICPXT/4,0.008375000000,0.008475000000
ZeroInflationCurve/EUHICPXT/5,0.009300000000,0.009400000000
ZeroInflationCurve/EUHICPXT/6,0.011275000000,0.011375000000
ZeroInflationCurve/EUHICPXT/7,0.013250000000,0.013350000000
ZeroInflationCurve/EUHICPXT/8,0.014275000000,0.014375000000
ZeroInflationCurve/EUHICPXT/9,0.015625000000,0.015725000000
ZeroInflationCurve/UKRPI/0,0.028084152516,0.028184152516
ZeroInflationCurve/UKRPI/1,0.028250000000,0.028350000000
ZeroInflationCurve/UKRPI/2,0.029425000000,0.029525000000
ZeroInflationCurve/UKRPI/3,0.029750000000,0.029850000000
ZeroInflationCurve/UKRPI/4,0.029830000000,0.029930000000
ZeroInflationCurve/UKRPI/5,0.030000000000,0.030100000000
ZeroInflationCurve/UKRPI/6,0.030080000000,0.030180000000
ZeroInflationCurve/UKRPI/7,0.030445000000,0.030545000000
ZeroInflationCurve/UKRPI/8,0.030900000000,0.031000000000
ZeroInflationCurve/UKRPI/9,0.031090000000,0.031190000000
ZeroInflationCurve/UKRPI/10,0.031080000000,0.031180000000
ZeroInflationCurve/UKRPI/11,0.030480000000,0.030580000000
YoYInflationCurve/EUHICPXT/0,0.010820491803,0.010920491803
YoYInflationCurve/EUHICPXT/1,0.011650000000,0.011750000000
YoYInflationCurve/EUHICPXT/2,0.012319537872,0.012419537872
YoYInflationCurve/EUHICPXT/3,0.012867761941,0.012967761941
YoYInflationCurve/EUHICPXT/4,0.013275573156,0.013375573156
YoYInflationCurve/EUHICPXT/5,0.013629259349,0.013729259349
YoYInflationCurve/EUHICPXT/6,0.014246462698,0.014346462698
YoYInflationCurve/EUHICPXT/7,0.015131825614,0.015231825614
YoYInflationCurve/EUHICPXT/8,0.016455853933,0.016555853933
YoYInflationCurve/EUHICPXT/9,0.017468714646,0.017568714646
YoYInflationCurve/EUHICPXT/10,0.018204090903,0.018304090903
YoYInflationCurve/EUHICPXT/11,0.018685927536,0.018785927536
