#Key,Total,Count,Max,Min,Average
ZEROTOPARSHIFT|Run ZEROTOPARSHIFTAnalytic,50000,1,50000,50000,50000.00
ZEROTOPARSHIFT|buildMarket(),0,1,0,0,0.00
