#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8128.82,104415.52,52477.34,0.00,12086.97,1076464.38,704728.20,987952.55
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,2397.38,122557.92,14097.07,0.00,3582.82,1076464.38,695901.03,989066.89
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,1076464.38,0.00,0.00
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,1076464.38,0.00,0.00
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,1076464.38,0.00,0.00
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,1076464.38,0.00,0.00
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,1076464.38,0.00,0.00
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,1076464.38,0.00,0.00
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,1076464.38,0.00,0.00
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,1076464.38,0.00,0.00
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,74348.81,0.00,74348.81,74348.81,74348.81,74348.81,74348.81,74348.81
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,277316.28,203106.19,1066366.94,0.00,278703.11,278703.11,278703.11,278703.11
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,365142.06,304901.22,1470455.94,0.00,368834.81,368834.81,324264.19,324264.19
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,377013.78,426962.19,1642805.75,0.00,382795.90,382795.90,344198.90,344198.90
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,439745.69,494416.41,1814089.88,0.00,448713.53,448713.53,370135.09,370135.09
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,568727.06,456440.69,2284004.50,0.00,583161.17,583161.17,411417.79,411417.79
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,614435.94,509663.28,2390190.53,0.00,633304.85,633304.85,449472.07,449472.07
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,582757.19,583268.44,2525291.34,0.00,603659.70,633304.85,471426.65,475647.78
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,592370.88,615028.94,2663489.88,0.00,616674.36,633304.85,489530.50,495298.35
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,736176.19,535669.63,2887947.94,0.00,770222.72,770222.72,520638.92,525767.54
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,753535.25,573169.06,3087110.88,0.00,792340.41,792340.41,547746.65,552363.58
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,707420.44,645794.13,2957591.19,0.00,747583.11,792340.41,565875.64,574134.08
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,709435.31,673297.63,3051375.31,0.00,753515.54,792340.41,581639.44,592465.79
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,834038.69,588134.75,3374639.63,0.00,890257.03,890257.03,605076.86,615081.02
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,843621.75,616930.13,3390196.50,0.00,905004.39,905004.39,626465.08,635755.83
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,779541.13,672393.81,3160640.41,0.00,840503.45,905004.39,640858.46,653861.92
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,788831.06,710137.69,3320383.00,0.00,854834.57,905004.39,654327.87,669670.89
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,901820.56,621510.88,3609352.13,0.00,982127.71,982127.71,673312.42,687766.84
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,901820.31,648192.56,3649030.23,0.00,987109.54,987109.54,690851.51,704498.03
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,837838.56,704468.31,3595249.88,0.00,921728.88,987109.54,703072.86,719457.90
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,843522.44,736224.94,3635393.25,0.00,932689.34,987109.54,714627.85,732926.93
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,942273.31,648425.31,3838860.31,0.00,1046991.49,1046991.49,730081.81,747530.04
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,941134.63,680469.13,3952261.88,0.00,1051031.02,1051031.02,744800.62,761448.66
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,860143.94,716212.19,3677327.50,0.00,965455.86,1051031.02,754476.19,774146.64
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,855171.94,738188.38,3713673.13,0.00,964850.52,1051031.02,763497.33,786019.81
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,941286.44,644906.00,3878105.22,0.00,1067103.32,1067103.32,775086.89,796749.63
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,928298.06,663716.25,3821573.46,0.00,1057717.37,1067103.32,786053.13,807239.52
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,852168.94,704681.19,3732286.84,0.00,976007.55,1067103.32,793296.55,817148.75
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,842303.19,721321.88,3538380.00,0.00,969548.55,1067103.32,799571.32,826047.42
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,929673.19,632747.13,3764110.00,0.00,1075309.29,1075309.29,808748.35,834343.28
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,912599.81,650907.19,3778997.56,0.00,1061032.67,1075309.29,817409.38,842615.75
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,833414.31,686393.00,3429759.13,0.00,973829.65,1075309.29,822440.76,850100.51
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,818898.69,700828.88,3459197.69,0.00,961669.52,1075309.29,826775.18,857111.63
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,904173.06,615676.19,3609959.88,0.00,1067138.39,1075309.29,834020.31,863688.64
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,881513.19,631143.44,3560078.69,0.00,1045614.32,1075309.29,840211.64,869880.75
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,798769.00,666276.31,3420996.73,0.00,952272.63,1075309.29,843431.38,875783.14
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,780192.00,678188.31,3282557.50,0.00,934843.65,1075309.29,845987.08,881361.46
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,851938.94,585713.50,3458408.00,0.00,1025821.74,1075309.29,850730.65,886477.31
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,840047.06,605048.25,3422112.94,0.00,1016634.00,1075309.29,855134.20,891489.44
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,755761.50,634452.63,3199131.00,0.00,919270.57,1075309.29,856792.54,896242.39
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,736563.06,647320.06,3140444.03,0.00,900463.48,1075309.29,857893.26,900755.74
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,808662.88,563526.25,3227960.63,0.00,993458.04,1075309.29,861120.05,904910.56
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,791591.56,577657.13,3229754.69,0.00,977418.87,1075309.29,863912.85,909002.51
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,705726.25,602532.88,2949739.88,0.00,875816.94,1075309.29,864192.01,912902.55
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,686471.50,617602.44,2937245.25,0.00,856243.12,1075309.29,864009.87,916623.86
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,750758.19,534235.31,2987652.75,0.00,941023.67,1075309.29,865679.97,920065.06
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,726517.13,541473.00,2881136.00,0.00,915258.61,1075309.29,866766.99,923468.81
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,640816.81,563240.63,2667909.44,0.00,811389.49,1075309.29,865578.88,926726.51
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,620771.63,571227.75,2626748.31,0.00,790082.87,1075309.29,863961.12,929910.40
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,678627.56,480804.19,2636528.59,0.00,867909.05,1075309.29,864038.64,932765.17
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,649548.19,484723.31,2574880.06,0.00,835024.74,1075309.29,863442.63,935693.31
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,561394.50,507318.06,2297530.50,0.00,725320.15,1075309.29,860749.44,938415.62
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,535279.88,513466.59,2256729.00,0.00,695050.07,1075309.29,857577.05,941036.51
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,593379.25,430640.22,2271056.69,0.00,774356.83,1075309.29,856011.11,943563.10
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,571287.81,438197.44,2224295.94,0.00,749268.21,1075309.29,854039.64,945996.36
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,484862.41,459929.94,2029538.13,0.00,639108.33,1075309.29,850142.00,948341.37
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,462063.09,468439.69,1992040.19,0.00,612145.56,1075309.29,845857.21,950627.25
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,512704.84,378348.09,1958965.45,0.00,682606.75,1075309.29,843031.77,952785.17
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,488929.66,385938.47,1917593.88,0.00,654218.97,1075309.29,839784.44,954892.42
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,406226.22,405431.97,1680590.02,0.00,546313.82,1075309.29,834768.87,956950.41
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,388926.09,414869.00,1651765.38,0.00,525700.99,1075309.29,829575.49,958939.24
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,436713.25,324695.00,1674191.72,0.00,593190.15,1075309.29,825794.41,960800.63
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,418284.88,334824.66,1651358.56,0.00,571040.86,1075309.29,821650.68,962663.18
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,336811.34,352109.84,1375887.28,0.00,462146.04,1075309.29,815896.70,964466.12
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,316198.22,357899.84,1332951.30,0.00,436063.21,1075309.29,809919.24,966210.46
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,357222.66,267675.84,1349620.42,0.00,495083.84,1075309.29,805153.82,967861.81
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,332518.66,270776.84,1284368.31,0.00,463183.70,1075309.29,799943.28,969498.97
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,251663.56,287940.69,1041186.81,0.00,352334.45,1075309.29,793225.50,971086.98
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,231051.14,293111.13,999312.76,0.00,325153.30,1075309.29,786148.77,972662.71
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,268723.22,200459.42,1044894.72,0.00,379982.23,1075309.29,780534.55,974081.54
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,245127.64,203519.13,977875.25,0.00,348375.72,1075309.29,774308.74,975539.85
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,166137.97,221589.34,738113.47,0.00,237339.36,1075309.29,766519.48,976987.11
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,148017.23,229100.06,692718.78,0.00,212513.63,1075309.29,758847.32,978348.72
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-05-05,18.244098,180820.98,136348.94,672147.83,0.00,260870.68,1075309.29,752266.55,979630.06
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-08-07,18.501632,158918.95,139862.53,611678.06,0.00,230460.98,1075309.29,745003.26,980961.87
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-11-06,18.750947,83416.22,158808.97,387983.39,0.00,121575.43,1075309.29,736714.08,982216.32
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-02-05,19.000262,67197.58,167696.17,342136.74,0.00,98428.89,1075309.29,728338.71,983437.86
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-05-07,19.249577,92174.09,70208.16,341421.57,0.00,135691.11,1075309.29,720662.91,984627.75
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-08-06,19.498892,71255.60,73866.47,284059.62,0.00,105422.95,1075309.29,712796.38,985787.22
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8115.81,104323.78,52389.54,0.00,12067.63,1075309.29,703949.89,986917.41
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,2401.50,122418.23,14214.40,0.00,3588.97,1075309.29,695132.60,988030.23
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,1075309.29,0.00,0.00
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,1075309.29,0.00,0.00
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,1075309.29,0.00,0.00
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,1075309.29,0.00,0.00
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,1075309.29,0.00,0.00
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,1075309.29,0.00,0.00
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,1075309.29,0.00,0.00
Up,false,DiscountCurve/USD/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,1075309.29,0.00,0.00
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,71719.55,0.00,71719.55,71719.55,71719.55,71719.55,71719.55,71719.55
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,275974.91,204394.31,1064008.47,0.00,277355.03,277355.03,277355.03,277355.03
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,363933.00,306319.75,1467671.50,0.00,367613.50,367613.50,322980.19,322980.19
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,375739.50,428819.41,1640563.75,0.00,381502.08,381502.08,342911.56,342911.56
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,438478.63,496277.25,1812036.88,0.00,447420.64,447420.64,368846.37,368846.37
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,567091.38,458340.94,2281329.38,0.00,581483.96,581483.96,410053.79,410053.79
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,612896.13,511654.69,2388726.63,0.00,631717.72,631717.72,448069.80,448069.80
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,581447.19,585361.25,2523556.06,0.00,602302.75,631717.72,470030.83,474219.19
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,591026.94,617093.13,2661378.75,0.00,615275.25,631717.72,488134.27,493850.00
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,734806.44,537569.69,2885185.38,0.00,768789.62,768789.62,519238.61,524320.88
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,752201.06,575108.38,3084716.88,0.00,790937.48,790937.48,546346.07,550921.28
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,706306.00,647838.31,2952484.88,0.00,746405.38,790937.48,564495.28,572695.35
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,708310.50,675344.13,3050672.50,0.00,752320.81,790937.48,580274.68,591030.07
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,832794.69,589915.00,3374571.00,0.00,888929.18,888929.18,603714.90,613653.49
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,842427.94,618763.31,3387625.25,0.00,903723.72,903723.72,625108.91,634338.77
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,778469.25,674235.19,3161606.59,0.00,839347.80,903723.72,639515.78,652454.04
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,787765.31,711999.88,3319533.13,0.00,853679.60,903723.72,652997.01,668271.01
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,900781.88,623242.19,3609025.50,0.00,980996.51,980996.51,671993.12,686382.53
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,900775.00,649926.44,3645518.17,0.00,985965.35,985965.35,689541.99,703127.13
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,836973.94,706284.56,3594337.88,0.00,920777.68,985965.35,701782.32,718099.00
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,842701.50,738096.06,3634094.75,0.00,931781.67,985965.35,713356.57,731578.84
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,941479.00,650165.94,3839710.00,0.00,1046108.87,1046108.87,728828.61,746203.59
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,940344.38,682234.81,3947758.50,0.00,1050148.44,1050148.44,743564.41,760142.57
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,859454.19,717975.69,3675961.00,0.00,964681.69,1050148.44,753260.24,772859.12
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,854516.38,739999.00,3712560.25,0.00,964110.83,1050148.44,762301.80,784749.66
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,940606.88,646528.38,3875421.38,0.00,1066332.92,1066332.92,773907.59,795498.55
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,927630.56,665373.63,3818351.79,0.00,1056956.83,1066332.92,784890.08,806007.09
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,851581.94,706327.00,3734389.53,0.00,975335.25,1066332.92,792152.21,815933.94
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,841730.00,722997.69,3537188.25,0.00,968888.78,1066332.92,798444.24,824848.43
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,929152.38,634298.69,3764621.38,0.00,1074706.94,1074706.94,807638.73,833164.15
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,912023.75,652433.19,3780986.44,0.00,1060362.92,1074706.94,816314.86,841456.42
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,832946.63,687941.31,3430063.25,0.00,973283.12,1074706.94,821363.86,848959.10
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,818412.56,702383.00,3461250.06,0.00,961098.64,1074706.94,825714.04,855987.00
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,903714.06,617074.44,3610841.75,0.00,1066596.66,1074706.94,832974.82,862579.75
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,881031.56,632558.88,3558715.00,0.00,1045043.03,1074706.94,839180.03,868786.69
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,798400.38,667729.75,3418632.50,0.00,951833.21,1074706.94,842416.79,874703.20
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,779808.69,679656.38,3283686.13,0.00,934384.38,1074706.94,844988.01,880294.87
Up,false,IndexCurve/EUR-EURIBOR-6M/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,851584.63,587021.94,3457776.00,0.00,1025395.11,1074706.94,849746.69,885422.97
