#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/0/2W,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/1/1M,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/2/3M,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/3/6M,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/4/9M,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/5/1Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/14/25Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-1M/15/30Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/0/2W,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/1/1M,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/2/3M,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/3/6M,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/4/9M,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/5/1Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/14/25Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-3M/15/30Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/0/2W,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/1/1M,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/2/3M,Cross,-2768437.58,0.000100,0.000100,-2768558.21,-120.63
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/3/6M,Cross,-2768437.58,0.000100,0.000100,-2768080.64,356.95
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/4/9M,Cross,-2768437.58,0.000100,0.000100,-2768594.35,-156.76
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,-2768437.58,0.000100,0.000100,-2769552.91,-1115.33
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/3/6M:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-2768437.58,0.000100,0.000100,-2768569.44,-131.86
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/5/1Y,Cross,-2768437.58,0.000100,0.000100,-2767435.08,1002.50
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/14/25Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EONIA/15/30Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/0/2W,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/1/1M,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/2/3M,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/3/6M,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/4/9M,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/5/1Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/14/25Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-1M/15/30Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/0/2W,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/1/1M,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/2/3M,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/3/6M,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/4/9M,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/5/1Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/14/25Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-3M/15/30Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/0/2W,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/1/1M,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/2/3M,Cross,-2768437.58,0.000100,0.000100,-2768367.94,69.64
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/3/6M,Cross,-2768437.58,0.000100,0.000100,-2767890.37,547.22
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/4/9M,Cross,-2768437.58,0.000100,0.000100,-2768404.08,33.51
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/5/1Y,Cross,-2768437.58,0.000100,0.000100,-2769362.64,-925.06
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/14/25Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/4/9M:IndexCurve/EUR-EURIBOR-6M/15/30Y,Cross,-2768437.58,0.000100,0.000100,-2768379.17,58.41
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/14/25Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EONIA/15/30Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/0/2W,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/1/1M,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/2/3M,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/3/6M,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/4/9M,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/5/1Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/14/25Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-1M/15/30Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/0/2W,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/1/1M,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/2/3M,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/3/6M,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/4/9M,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/5/1Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/6/2Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/7/3Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/8/4Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/9/5Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/10/7Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/11/10Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/12/15Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
EqSwap_STOXX_decomp,IndexCurve/EUR-EONIA/5/1Y:IndexCurve/EUR-EURIBOR-3M/13/20Y,Cross,-2768437.58,0.000100,0.000100,-2767493.50,944.08
