#datumDate,datumId,datumValue
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.05,0.0101246000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.06,0.0111191200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.07,0.0122553200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.08,0.0134844400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.09,0.0146243200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.1,0.0157172800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/-0.01,0.0058385600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0,0.0057876000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.01,0.0064045800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.02,0.0071944600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.03,0.0079825200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.04,0.0088060700
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.05,0.0096742100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.06,0.0106087800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.07,0.0116416300
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.08,0.0127946000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.09,0.0138856900
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.1,0.0149303700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.005,0.0072045000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.015,0.0081315000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.02,0.0084366000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.025,0.0086256000
