#Scenario,Key,Factor,BaseValue,ShiftSize
twist,IndexCurve/EUR-EURIBOR-1M/5,IndexCurve/EUR-EURIBOR-1M/5/1Y,-0.00152015,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/6,IndexCurve/EUR-EURIBOR-1M/6/2Y,-0.00179949,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/7,IndexCurve/EUR-EURIBOR-1M/7/3Y,-0.00147074,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/8,IndexCurve/EUR-EURIBOR-1M/8/4Y,-0.00079174,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/9,IndexCurve/EUR-EURIBOR-1M/9/5Y,0.00008897,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/10,IndexCurve/EUR-EURIBOR-1M/10/7Y,0.00221862,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/11,IndexCurve/EUR-EURIBOR-1M/11/10Y,0.00572860,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/12,IndexCurve/EUR-EURIBOR-1M/12/15Y,0.00938779,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/13,IndexCurve/EUR-EURIBOR-1M/13/20Y,0.01062757,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/14,IndexCurve/EUR-EURIBOR-1M/14/25Y,0.01120019,0.00010000
twist,IndexCurve/EUR-EURIBOR-1M/15,IndexCurve/EUR-EURIBOR-1M/15/30Y,0.01108177,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/0,IndexCurve/EUR-EURIBOR-3M/0/2W,-0.00050673,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/1,IndexCurve/EUR-EURIBOR-3M/1/1M,-0.00039865,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/2,IndexCurve/EUR-EURIBOR-3M/2/3M,-0.00015440,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/3,IndexCurve/EUR-EURIBOR-3M/3/6M,-0.00095888,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/4,IndexCurve/EUR-EURIBOR-3M/4/9M,-0.00129879,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/5,IndexCurve/EUR-EURIBOR-3M/5/1Y,-0.00152015,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/6,IndexCurve/EUR-EURIBOR-3M/6/2Y,-0.00179949,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/7,IndexCurve/EUR-EURIBOR-3M/7/3Y,-0.00147074,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/8,IndexCurve/EUR-EURIBOR-3M/8/4Y,-0.00079174,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/9,IndexCurve/EUR-EURIBOR-3M/9/5Y,0.00008897,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/10,IndexCurve/EUR-EURIBOR-3M/10/7Y,0.00221862,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/11,IndexCurve/EUR-EURIBOR-3M/11/10Y,0.00572860,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/12,IndexCurve/EUR-EURIBOR-3M/12/15Y,0.00938779,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/13,IndexCurve/EUR-EURIBOR-3M/13/20Y,0.01062757,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/14,IndexCurve/EUR-EURIBOR-3M/14/25Y,0.01120019,0.00010000
twist,IndexCurve/EUR-EURIBOR-3M/15,IndexCurve/EUR-EURIBOR-3M/15/30Y,0.01108177,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/0,IndexCurve/EUR-EURIBOR-6M/0/2W,0.00024940,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/1,IndexCurve/EUR-EURIBOR-6M/1/1M,0.00024940,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/2,IndexCurve/EUR-EURIBOR-6M/2/3M,0.00024940,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/3,IndexCurve/EUR-EURIBOR-6M/3/6M,0.00024940,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/4,IndexCurve/EUR-EURIBOR-6M/4/9M,-0.00005620,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/5,IndexCurve/EUR-EURIBOR-6M/5/1Y,-0.00021857,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/6,IndexCurve/EUR-EURIBOR-6M/6/2Y,-0.00046003,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/7,IndexCurve/EUR-EURIBOR-6M/7/3Y,-0.00015848,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/8,IndexCurve/EUR-EURIBOR-6M/8/4Y,0.00061740,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/9,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.00150470,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/10,IndexCurve/EUR-EURIBOR-6M/10/7Y,0.00367027,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/11,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.00696965,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/12,IndexCurve/EUR-EURIBOR-6M/12/15Y,0.01009624,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/13,IndexCurve/EUR-EURIBOR-6M/13/20Y,0.01144750,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/14,IndexCurve/EUR-EURIBOR-6M/14/25Y,0.01179609,0.00010000
twist,IndexCurve/EUR-EURIBOR-6M/15,IndexCurve/EUR-EURIBOR-6M/15/30Y,0.01169083,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/0,IndexCurve/GBP-LIBOR-3M/0/2W,0.00594868,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/1,IndexCurve/GBP-LIBOR-3M/1/1M,0.00593060,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/2,IndexCurve/GBP-LIBOR-3M/2/3M,0.00671344,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/3,IndexCurve/GBP-LIBOR-3M/3/6M,0.00721968,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/4,IndexCurve/GBP-LIBOR-3M/4/9M,0.00738596,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/5,IndexCurve/GBP-LIBOR-3M/5/1Y,0.00746865,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/6,IndexCurve/GBP-LIBOR-3M/6/2Y,0.00714543,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/7,IndexCurve/GBP-LIBOR-3M/7/3Y,0.00760734,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/8,IndexCurve/GBP-LIBOR-3M/8/4Y,0.00818656,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/9,IndexCurve/GBP-LIBOR-3M/9/5Y,0.00911584,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/10,IndexCurve/GBP-LIBOR-3M/10/7Y,0.01092791,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/11,IndexCurve/GBP-LIBOR-3M/11/10Y,0.01370110,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/12,IndexCurve/GBP-LIBOR-3M/12/15Y,0.01586324,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/13,IndexCurve/GBP-LIBOR-3M/13/20Y,0.01684198,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/14,IndexCurve/GBP-LIBOR-3M/14/25Y,0.01681569,0.00010000
twist,IndexCurve/GBP-LIBOR-3M/15,IndexCurve/GBP-LIBOR-3M/15/30Y,0.01679817,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/0,IndexCurve/GBP-LIBOR-6M/0/2W,0.00594868,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/1,IndexCurve/GBP-LIBOR-6M/1/1M,0.00593060,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/2,IndexCurve/GBP-LIBOR-6M/2/3M,0.00671344,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/3,IndexCurve/GBP-LIBOR-6M/3/6M,0.00892611,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/4,IndexCurve/GBP-LIBOR-6M/4/9M,0.00779806,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/5,IndexCurve/GBP-LIBOR-6M/5/1Y,0.00854241,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/6,IndexCurve/GBP-LIBOR-6M/6/2Y,0.00824794,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/7,IndexCurve/GBP-LIBOR-6M/7/3Y,0.00866852,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/8,IndexCurve/GBP-LIBOR-6M/8/4Y,0.00930850,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/9,IndexCurve/GBP-LIBOR-6M/9/5Y,0.01001204,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/10,IndexCurve/GBP-LIBOR-6M/10/7Y,0.01198267,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/11,IndexCurve/GBP-LIBOR-6M/11/10Y,0.01458119,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/12,IndexCurve/GBP-LIBOR-6M/12/15Y,0.01653995,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/13,IndexCurve/GBP-LIBOR-6M/13/20Y,0.01718722,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/14,IndexCurve/GBP-LIBOR-6M/14/25Y,0.01692207,0.00010000
twist,IndexCurve/GBP-LIBOR-6M/15,IndexCurve/GBP-LIBOR-6M/15/30Y,0.01698584,0.00010000
twist,IndexCurve/GBP-SONIA/0,IndexCurve/GBP-SONIA/0/2W,0.00567538,0.00010000
twist,IndexCurve/GBP-SONIA/1,IndexCurve/GBP-SONIA/1/1M,0.00572464,0.00010000
twist,IndexCurve/GBP-SONIA/2,IndexCurve/GBP-SONIA/2/3M,0.00565905,0.00010000
twist,IndexCurve/GBP-SONIA/3,IndexCurve/GBP-SONIA/3/6M,0.00544361,0.00010000
twist,IndexCurve/GBP-SONIA/4,IndexCurve/GBP-SONIA/4/9M,0.00523385,0.00010000
twist,IndexCurve/GBP-SONIA/5,IndexCurve/GBP-SONIA/5/1Y,0.00492187,0.00010000
twist,IndexCurve/GBP-SONIA/6,IndexCurve/GBP-SONIA/6/2Y,0.00465552,0.00010000
twist,IndexCurve/GBP-SONIA/7,IndexCurve/GBP-SONIA/7/3Y,0.00497075,0.00010000
twist,IndexCurve/GBP-SONIA/8,IndexCurve/GBP-SONIA/8/4Y,0.00540081,0.00010000
twist,IndexCurve/GBP-SONIA/9,IndexCurve/GBP-SONIA/9/5Y,0.00617452,0.00010000
twist,IndexCurve/GBP-SONIA/10,IndexCurve/GBP-SONIA/10/7Y,0.00803605,0.00010000
twist,IndexCurve/GBP-SONIA/11,IndexCurve/GBP-SONIA/11/10Y,0.01065155,0.00010000
twist,IndexCurve/GBP-SONIA/12,IndexCurve/GBP-SONIA/12/15Y,0.01337141,0.00010000
twist,IndexCurve/GBP-SONIA/13,IndexCurve/GBP-SONIA/13/20Y,0.01428799,0.00010000
twist,IndexCurve/GBP-SONIA/14,IndexCurve/GBP-SONIA/14/25Y,0.01462375,0.00010000
twist,IndexCurve/GBP-SONIA/15,IndexCurve/GBP-SONIA/15/30Y,0.01463873,0.00010000
twist,IndexCurve/USD-FedFunds/0,IndexCurve/USD-FedFunds/0/2W,0.00452404,0.00010000
twist,IndexCurve/USD-FedFunds/1,IndexCurve/USD-FedFunds/1/1M,0.00452149,0.00010000
twist,IndexCurve/USD-FedFunds/2,IndexCurve/USD-FedFunds/2/3M,0.00488930,0.00010000
twist,IndexCurve/USD-FedFunds/3,IndexCurve/USD-FedFunds/3/6M,0.00527728,0.00010000
twist,IndexCurve/USD-FedFunds/4,IndexCurve/USD-FedFunds/4/9M,0.00551406,0.00010000
twist,IndexCurve/USD-FedFunds/5,IndexCurve/USD-FedFunds/5/1Y,0.00565871,0.00010000
twist,IndexCurve/USD-FedFunds/6,IndexCurve/USD-FedFunds/6/2Y,0.00647964,0.00010000
twist,IndexCurve/USD-FedFunds/7,IndexCurve/USD-FedFunds/7/3Y,0.00716360,0.00010000
twist,IndexCurve/USD-FedFunds/8,IndexCurve/USD-FedFunds/8/4Y,0.00834192,0.00010000
twist,IndexCurve/USD-FedFunds/9,IndexCurve/USD-FedFunds/9/5Y,0.00937218,0.00010000
twist,IndexCurve/USD-FedFunds/10,IndexCurve/USD-FedFunds/10/7Y,0.01119194,0.00010000
twist,IndexCurve/USD-FedFunds/11,IndexCurve/USD-FedFunds/11/10Y,0.01358078,0.00010000
twist,IndexCurve/USD-FedFunds/12,IndexCurve/USD-FedFunds/12/15Y,0.01649948,0.00010000
twist,IndexCurve/USD-FedFunds/13,IndexCurve/USD-FedFunds/13/20Y,0.01793585,0.00010000
twist,IndexCurve/USD-FedFunds/14,IndexCurve/USD-FedFunds/14/25Y,0.01870361,0.00010000
twist,IndexCurve/USD-FedFunds/15,IndexCurve/USD-FedFunds/15/30Y,0.01898449,0.00010000
twist,IndexCurve/USD-LIBOR-3M/0,IndexCurve/USD-LIBOR-3M/0/2W,0.00634761,0.00010000
twist,IndexCurve/USD-LIBOR-3M/1,IndexCurve/USD-LIBOR-3M/1/1M,0.00721672,0.00010000
twist,IndexCurve/USD-LIBOR-3M/2,IndexCurve/USD-LIBOR-3M/2/3M,0.00811272,0.00010000
twist,IndexCurve/USD-LIBOR-3M/3,IndexCurve/USD-LIBOR-3M/3/6M,0.00809933,0.00010000
twist,IndexCurve/USD-LIBOR-3M/4,IndexCurve/USD-LIBOR-3M/4/9M,0.00829092,0.00010000
twist,IndexCurve/USD-LIBOR-3M/5,IndexCurve/USD-LIBOR-3M/5/1Y,0.00852760,0.00010000
twist,IndexCurve/USD-LIBOR-3M/6,IndexCurve/USD-LIBOR-3M/6/2Y,0.00921693,0.00010000
twist,IndexCurve/USD-LIBOR-3M/7,IndexCurve/USD-LIBOR-3M/7/3Y,0.01019493,0.00010000
twist,IndexCurve/USD-LIBOR-3M/8,IndexCurve/USD-LIBOR-3M/8/4Y,0.01126676,0.00010000
twist,IndexCurve/USD-LIBOR-3M/9,IndexCurve/USD-LIBOR-3M/9/5Y,0.01237271,0.00010000
twist,IndexCurve/USD-LIBOR-3M/10,IndexCurve/USD-LIBOR-3M/10/7Y,0.01436923,0.00010000
twist,IndexCurve/USD-LIBOR-3M/11,IndexCurve/USD-LIBOR-3M/11/10Y,0.01691046,0.00010000
twist,IndexCurve/USD-LIBOR-3M/12,IndexCurve/USD-LIBOR-3M/12/15Y,0.01959010,0.00010000
twist,IndexCurve/USD-LIBOR-3M/13,IndexCurve/USD-LIBOR-3M/13/20Y,0.02105603,0.00010000
twist,IndexCurve/USD-LIBOR-3M/14,IndexCurve/USD-LIBOR-3M/14/25Y,0.02173138,0.00010000
twist,IndexCurve/USD-LIBOR-3M/15,IndexCurve/USD-LIBOR-3M/15/30Y,0.02222714,0.00010000
twist,IndexCurve/USD-LIBOR-6M/0,IndexCurve/USD-LIBOR-6M/0/2W,0.00634761,0.00010000
twist,IndexCurve/USD-LIBOR-6M/1,IndexCurve/USD-LIBOR-6M/1/1M,0.00721672,0.00010000
twist,IndexCurve/USD-LIBOR-6M/2,IndexCurve/USD-LIBOR-6M/2/3M,0.00811272,0.00010000
twist,IndexCurve/USD-LIBOR-6M/3,IndexCurve/USD-LIBOR-6M/3/6M,0.00809101,0.00010000
twist,IndexCurve/USD-LIBOR-6M/4,IndexCurve/USD-LIBOR-6M/4/9M,0.00862242,0.00010000
twist,IndexCurve/USD-LIBOR-6M/5,IndexCurve/USD-LIBOR-6M/5/1Y,0.00890329,0.00010000
twist,IndexCurve/USD-LIBOR-6M/6,IndexCurve/USD-LIBOR-6M/6/2Y,0.00770981,0.00010000
twist,IndexCurve/USD-LIBOR-6M/7,IndexCurve/USD-LIBOR-6M/7/3Y,0.00883154,0.00010000
twist,IndexCurve/USD-LIBOR-6M/8,IndexCurve/USD-LIBOR-6M/8/4Y,0.00996703,0.00010000
twist,IndexCurve/USD-LIBOR-6M/9,IndexCurve/USD-LIBOR-6M/9/5Y,0.01114338,0.00010000
twist,IndexCurve/USD-LIBOR-6M/10,IndexCurve/USD-LIBOR-6M/10/7Y,0.01327248,0.00010000
twist,IndexCurve/USD-LIBOR-6M/11,IndexCurve/USD-LIBOR-6M/11/10Y,0.01566421,0.00010000
twist,IndexCurve/USD-LIBOR-6M/12,IndexCurve/USD-LIBOR-6M/12/15Y,0.01839168,0.00010000
twist,IndexCurve/USD-LIBOR-6M/13,IndexCurve/USD-LIBOR-6M/13/20Y,0.01980323,0.00010000
twist,IndexCurve/USD-LIBOR-6M/14,IndexCurve/USD-LIBOR-6M/14/25Y,0.02051213,0.00010000
twist,IndexCurve/USD-LIBOR-6M/15,IndexCurve/USD-LIBOR-6M/15/30Y,0.02104213,0.00010000
twist,SwaptionVolatility/EUR/0,SwaptionVolatility/EUR/0/1Y/1Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/1,SwaptionVolatility/EUR/1/1Y/5Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/2,SwaptionVolatility/EUR/2/1Y/10Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/3,SwaptionVolatility/EUR/3/5Y/1Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/4,SwaptionVolatility/EUR/4/5Y/5Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/5,SwaptionVolatility/EUR/5/5Y/10Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/6,SwaptionVolatility/EUR/6/7Y/1Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/7,SwaptionVolatility/EUR/7/7Y/5Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/8,SwaptionVolatility/EUR/8/7Y/10Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/9,SwaptionVolatility/EUR/9/10Y/1Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/10,SwaptionVolatility/EUR/10/10Y/5Y/ATM,0.00000000,0.00000000
twist,SwaptionVolatility/EUR/11,SwaptionVolatility/EUR/11/10Y/10Y/ATM,0.00000000,0.00000000
twist,OptionletVolatility/EUR/0,OptionletVolatility/EUR/0/1Y/0.01,0.00000000,0.00000000
twist,OptionletVolatility/EUR/1,OptionletVolatility/EUR/1/1Y/0.02,0.00000000,0.00000000
twist,OptionletVolatility/EUR/2,OptionletVolatility/EUR/2/1Y/0.03,0.00000000,0.00000000
twist,OptionletVolatility/EUR/3,OptionletVolatility/EUR/3/1Y/0.04,0.00000000,0.00000000
twist,OptionletVolatility/EUR/4,OptionletVolatility/EUR/4/1Y/0.05,0.00000000,0.00000000
twist,OptionletVolatility/EUR/5,OptionletVolatility/EUR/5/2Y/0.01,0.00000000,0.00000000
twist,OptionletVolatility/EUR/6,OptionletVolatility/EUR/6/2Y/0.02,0.00000000,0.00000000
twist,OptionletVolatility/EUR/7,OptionletVolatility/EUR/7/2Y/0.03,0.00000000,0.00000000
twist,OptionletVolatility/EUR/8,OptionletVolatility/EUR/8/2Y/0.04,0.00534611,0.00010000
twist,OptionletVolatility/EUR/9,OptionletVolatility/EUR/9/2Y/0.05,0.00766484,0.00010000
twist,OptionletVolatility/EUR/10,OptionletVolatility/EUR/10/3Y/0.01,0.00980603,0.00010000
twist,OptionletVolatility/EUR/11,OptionletVolatility/EUR/11/3Y/0.02,0.01173007,0.00010000
twist,OptionletVolatility/EUR/12,OptionletVolatility/EUR/12/3Y/0.03,0.01357076,0.00010000
twist,OptionletVolatility/EUR/13,OptionletVolatility/EUR/13/3Y/0.04,0.00000000,0.00000000
twist,OptionletVolatility/EUR/14,OptionletVolatility/EUR/14/3Y/0.05,0.00000000,0.00000000
twist,OptionletVolatility/EUR/15,OptionletVolatility/EUR/15/5Y/0.01,0.00534417,0.00010000
twist,OptionletVolatility/EUR/16,OptionletVolatility/EUR/16/5Y/0.02,0.00725094,0.00010000
twist,OptionletVolatility/EUR/17,OptionletVolatility/EUR/17/5Y/0.03,0.00909212,0.00010000
twist,OptionletVolatility/EUR/18,OptionletVolatility/EUR/18/5Y/0.04,0.01081967,0.00010000
twist,OptionletVolatility/EUR/19,OptionletVolatility/EUR/19/5Y/0.05,0.01244154,0.00010000
twist,OptionletVolatility/EUR/20,OptionletVolatility/EUR/20/7Y/0.01,0.00000000,0.00000000
twist,OptionletVolatility/EUR/21,OptionletVolatility/EUR/21/7Y/0.02,0.00000000,0.00000000
twist,OptionletVolatility/EUR/22,OptionletVolatility/EUR/22/7Y/0.03,0.00581074,0.00010000
twist,OptionletVolatility/EUR/23,OptionletVolatility/EUR/23/7Y/0.04,0.00728152,0.00010000
twist,OptionletVolatility/EUR/24,OptionletVolatility/EUR/24/7Y/0.05,0.00884170,0.00010000
twist,OptionletVolatility/EUR/25,OptionletVolatility/EUR/25/10Y/0.01,0.01037222,0.00010000
twist,OptionletVolatility/EUR/26,OptionletVolatility/EUR/26/10Y/0.02,0.01181773,0.00010000
twist,OptionletVolatility/EUR/27,OptionletVolatility/EUR/27/10Y/0.03,0.00000000,0.00000000
twist,OptionletVolatility/EUR/28,OptionletVolatility/EUR/28/10Y/0.04,0.00000000,0.00000000
twist,OptionletVolatility/EUR/29,OptionletVolatility/EUR/29/10Y/0.05,0.00664157,0.00010000
twist,OptionletVolatility/EUR/30,na,0.00748680,0.00010000
twist,OptionletVolatility/EUR/31,na,0.00856031,0.00010000
twist,OptionletVolatility/EUR/32,na,0.00968728,0.00010000
twist,OptionletVolatility/EUR/33,na,0.01079943,0.00010000
twist,OptionletVolatility/EUR/36,na,0.00656076,0.00010000
twist,OptionletVolatility/EUR/37,na,0.00713130,0.00010000
twist,OptionletVolatility/EUR/38,na,0.00788891,0.00010000
twist,OptionletVolatility/EUR/39,na,0.00876729,0.00010000
twist,OptionletVolatility/EUR/40,na,0.00972507,0.00010000
twist,OptionletVolatility/EUR/43,na,0.00636231,0.00010000
twist,OptionletVolatility/EUR/44,na,0.00658588,0.00010000
twist,OptionletVolatility/EUR/45,na,0.00694944,0.00010000
twist,OptionletVolatility/EUR/46,na,0.00733740,0.00010000
twist,OptionletVolatility/EUR/47,na,0.00774580,0.00010000
twist,OptionletVolatility/USD/0,OptionletVolatility/USD/0/1Y/0.01,0.00000000,0.00000000
twist,OptionletVolatility/USD/1,OptionletVolatility/USD/1/1Y/0.02,0.00000000,0.00000000
twist,OptionletVolatility/USD/2,OptionletVolatility/USD/2/1Y/0.03,0.00000000,0.00000000
twist,OptionletVolatility/USD/3,OptionletVolatility/USD/3/1Y/0.04,0.00000000,0.00000000
twist,OptionletVolatility/USD/4,OptionletVolatility/USD/4/1Y/0.05,0.00000000,0.00000000
twist,OptionletVolatility/USD/5,OptionletVolatility/USD/5/2Y/0.01,0.00000000,0.00000000
twist,OptionletVolatility/USD/6,OptionletVolatility/USD/6/2Y/0.02,0.00000000,0.00000000
twist,OptionletVolatility/USD/7,OptionletVolatility/USD/7/2Y/0.03,0.00000000,0.00000000
twist,OptionletVolatility/USD/8,OptionletVolatility/USD/8/2Y/0.04,0.00477151,0.00010000
twist,OptionletVolatility/USD/9,OptionletVolatility/USD/9/2Y/0.05,0.00623775,0.00010000
twist,OptionletVolatility/USD/10,OptionletVolatility/USD/10/3Y/0.01,0.00767746,0.00010000
twist,OptionletVolatility/USD/11,OptionletVolatility/USD/11/3Y/0.02,0.00922984,0.00010000
twist,OptionletVolatility/USD/12,OptionletVolatility/USD/12/3Y/0.03,0.01082693,0.00010000
twist,OptionletVolatility/USD/13,OptionletVolatility/USD/13/3Y/0.04,0.00000000,0.00000000
twist,OptionletVolatility/USD/14,OptionletVolatility/USD/14/3Y/0.05,0.00000000,0.00000000
twist,OptionletVolatility/USD/15,OptionletVolatility/USD/15/5Y/0.01,0.00619499,0.00010000
twist,OptionletVolatility/USD/16,OptionletVolatility/USD/16/5Y/0.02,0.00739686,0.00010000
twist,OptionletVolatility/USD/17,OptionletVolatility/USD/17/5Y/0.03,0.00847082,0.00010000
twist,OptionletVolatility/USD/18,OptionletVolatility/USD/18/5Y/0.04,0.00970390,0.00010000
twist,OptionletVolatility/USD/19,OptionletVolatility/USD/19/5Y/0.05,0.01127724,0.00010000
twist,OptionletVolatility/USD/20,OptionletVolatility/USD/20/7Y/0.01,0.00000000,0.00000000
twist,OptionletVolatility/USD/21,OptionletVolatility/USD/21/7Y/0.02,0.00000000,0.00000000
twist,OptionletVolatility/USD/22,OptionletVolatility/USD/22/7Y/0.03,0.00745300,0.00010000
twist,OptionletVolatility/USD/23,OptionletVolatility/USD/23/7Y/0.04,0.00865814,0.00010000
twist,OptionletVolatility/USD/24,OptionletVolatility/USD/24/7Y/0.05,0.00958286,0.00010000
twist,OptionletVolatility/USD/25,OptionletVolatility/USD/25/10Y/0.01,0.01045418,0.00010000
twist,OptionletVolatility/USD/26,OptionletVolatility/USD/26/10Y/0.02,0.01191697,0.00010000
twist,OptionletVolatility/USD/27,OptionletVolatility/USD/27/10Y/0.03,0.00000000,0.00000000
twist,OptionletVolatility/USD/28,OptionletVolatility/USD/28/10Y/0.04,0.00000000,0.00000000
twist,OptionletVolatility/USD/29,OptionletVolatility/USD/29/10Y/0.05,0.00882702,0.00010000
twist,OptionletVolatility/USD/30,na,0.00921438,0.00010000
twist,OptionletVolatility/USD/31,na,0.00950705,0.00010000
twist,OptionletVolatility/USD/32,na,0.00958685,0.00010000
twist,OptionletVolatility/USD/33,na,0.01047862,0.00010000
twist,OptionletVolatility/USD/36,na,0.00821612,0.00010000
twist,OptionletVolatility/USD/37,na,0.00845461,0.00010000
twist,OptionletVolatility/USD/38,na,0.00863428,0.00010000
twist,OptionletVolatility/USD/39,na,0.00861494,0.00010000
twist,OptionletVolatility/USD/40,na,0.00932890,0.00010000
twist,OptionletVolatility/USD/43,na,0.00737507,0.00010000
twist,OptionletVolatility/USD/44,na,0.00782218,0.00010000
twist,OptionletVolatility/USD/45,na,0.00795203,0.00010000
twist,OptionletVolatility/USD/46,na,0.00802503,0.00010000
twist,OptionletVolatility/USD/47,na,0.00883506,0.00010000
twist,FXSpot/GBPEUR/0,FXSpot/GBPEUR/0/spot,1.23162113,0.01231621
twist,FXSpot/USDEUR/0,FXSpot/USDEUR/0/spot,0.88312932,0.00883129
twist,FXVolatility/GBPEUR/0,FXVolatility/GBPEUR/0/1Y/ATM,0.00000000,0.00000000
twist,FXVolatility/GBPEUR/1,FXVolatility/GBPEUR/1/2Y/ATM,0.12978970,0.00129790
twist,FXVolatility/GBPEUR/2,FXVolatility/GBPEUR/2/3Y/ATM,0.12923000,0.00129230
twist,FXVolatility/GBPEUR/3,FXVolatility/GBPEUR/3/5Y/ATM,0.13047157,0.00130472
twist,FXVolatility/GBPEUR/5,na,0.13145800,0.00131458
twist,FXVolatility/USDEUR/0,FXVolatility/USDEUR/0/1Y/ATM,0.00000000,0.00000000
twist,FXVolatility/USDEUR/1,FXVolatility/USDEUR/1/2Y/ATM,0.12082812,0.00120828
twist,FXVolatility/USDEUR/2,FXVolatility/USDEUR/2/3Y/ATM,0.12046500,0.00120465
twist,FXVolatility/USDEUR/3,FXVolatility/USDEUR/3/5Y/ATM,0.12299300,0.00122993
twist,FXVolatility/USDEUR/5,na,0.13075337,0.00130753
twist,EquitySpot/FTSE/0,EquitySpot/FTSE/0/spot,7517.71000000,75.17710000
twist,EquitySpot/SPX/0,EquitySpot/SPX/0/spot,2415.07000000,24.15070000
twist,EquityVolatility/FTSE/0,EquityVolatility/FTSE/0/2W/ATM,0.25140000,0.01000000
