#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,78232.95,0.00,78232.95,78232.95,78232.95,78232.95,78232.95,78232.95
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,277446.03,189842.89,1046054.25,0.00,278833.53,278833.53,278833.53,278833.53
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,354612.91,270278.28,1261104.56,0.00,358199.17,358199.17,318952.43,318952.43
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,376989.63,385311.19,1623996.94,0.00,382771.36,382771.36,340687.86,340687.86
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,485464.03,503096.09,1713927.84,0.00,495364.24,495364.24,379072.11,379072.11
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,641011.50,453560.38,2431505.50,0.00,657280.16,657280.16,432986.54,432986.54
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,673797.56,497649.88,2343096.25,0.00,694489.37,694489.37,477835.04,477835.04
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,601213.50,536141.13,2277588.56,0.00,622778.06,694489.37,498473.29,508684.17
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,633082.13,564484.06,2348222.50,0.00,659055.90,694489.37,518488.50,531843.16
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,756378.50,474986.31,2633406.44,0.00,791359.32,791359.32,548730.10,560604.69
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,777747.25,519469.44,2918384.09,0.00,817799.24,817799.24,575575.19,586265.05
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,726768.31,570562.81,3027011.56,0.00,768029.39,817799.24,593034.48,607269.64
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,678085.63,573914.06,2684555.25,0.00,720217.94,817799.24,603719.28,624956.43
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,767945.13,452908.41,2968884.13,0.00,819708.45,819708.45,620122.20,639746.53
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,773950.75,498235.28,3002339.13,0.00,830264.05,830264.05,635107.68,653332.58
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,710769.56,607668.69,2737723.28,0.00,766353.79,830264.05,643933.56,665230.65
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,726973.13,674044.63,2780383.94,0.00,787800.83,830264.05,652989.74,675619.20
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,799525.31,533411.94,2533735.59,0.00,870723.03,870723.03,665599.78,686918.65
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,802548.44,530562.81,2581738.00,0.00,878449.07,878449.07,677496.58,697623.87
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,756729.50,610384.25,3028216.41,0.00,832498.62,878449.07,685701.52,707195.75
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,738046.25,620994.31,2938045.42,0.00,816063.53,878449.07,692261.73,715813.73
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,879750.38,579838.56,3234739.53,0.00,977520.14,977520.14,705525.43,727982.33
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,851391.50,605820.19,3066540.75,0.00,950808.56,977520.14,716774.17,739426.19
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,756501.94,611009.31,2920507.50,0.00,849124.45,977520.14,722577.64,749866.44
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,759540.00,641556.31,2722076.44,0.00,856953.49,977520.14,728339.85,759628.54
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,848704.69,542785.56,3163067.38,0.00,962146.69,977520.14,737264.97,767946.12
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,840413.88,560388.63,2865411.09,0.00,957580.78,977520.14,745813.36,776077.72
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,765363.00,617540.69,2901813.06,0.00,876586.85,977520.14,750800.07,783759.21
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,759935.06,635719.50,3018711.00,0.00,874737.20,977520.14,755212.37,790657.32
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,810659.38,554068.88,3081704.94,0.00,937651.62,977520.14,761284.26,796876.44
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,811859.88,559685.13,3104263.63,0.00,943907.59,977520.14,767553.80,803078.01
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,761277.69,607653.69,2885390.38,0.00,889539.27,977520.14,771477.56,808689.07
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,791488.38,649536.38,2857141.38,0.00,929480.31,977520.14,776396.44,813945.06
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,829777.00,550604.06,3161797.63,0.00,979333.44,979333.44,782513.45,818930.27
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,790015.63,525669.31,2692015.19,0.00,937083.71,979333.44,787036.25,823623.74
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,746973.63,557983.06,2784804.00,0.00,890523.47,979333.44,790009.65,828097.60
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,726811.38,554574.50,3058704.81,0.00,870881.79,979333.44,792270.66,832325.83
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,798047.00,459734.97,3291666.66,0.00,960930.33,979333.44,796719.47,836203.51
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,794410.50,488469.84,3316073.50,0.00,961404.15,979333.44,801090.67,840002.59
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,689618.69,501816.69,2796343.25,0.00,838817.73,979333.44,802066.16,843605.20
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,666029.81,529318.44,2937764.69,0.00,814235.15,979333.44,802372.88,847026.20
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,732445.56,450179.78,3180753.50,0.00,899823.60,979333.44,804692.45,850175.45
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,743269.94,497366.19,3021449.38,0.00,917753.63,979333.44,807407.51,853277.06
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,671828.50,525019.38,2828890.95,0.00,833749.32,979333.44,808025.24,856233.19
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,673537.94,528775.06,3077081.69,0.00,840110.96,979333.44,808760.44,859053.85
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,731517.56,440840.50,3192497.19,0.00,916906.83,979333.44,811105.67,861662.19
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,687330.19,445519.34,2821333.88,0.00,865891.33,979333.44,812306.85,864242.15
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,593352.19,471956.81,2179102.19,0.00,751290.73,979333.44,810997.76,866711.40
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,586790.75,493211.09,2171018.50,0.00,746833.92,979333.44,809622.84,869124.71
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,648952.94,401598.28,2417846.88,0.00,829957.67,979333.44,810022.10,871288.56
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,626385.38,413438.22,2494371.13,0.00,805247.92,979333.44,809924.02,873508.01
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,533197.06,433064.16,2157668.56,0.00,688889.13,979333.44,807564.01,875571.46
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,510845.75,435117.66,2053019.87,0.00,663322.84,979333.44,804802.45,877558.03
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,557679.19,345253.28,2087029.81,0.00,727768.42,979333.44,803352.91,879473.12
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,524033.06,353131.34,1833853.25,0.00,687291.64,979333.44,801209.34,881317.47
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,448533.06,380277.38,1724625.94,0.00,591221.77,979333.44,797401.35,883094.93
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,431316.78,391622.09,1758578.13,0.00,571412.59,979333.44,793332.75,884827.56
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,480889.81,299926.34,1767437.06,0.00,640248.72,979333.44,790683.26,886463.21
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,470073.28,321860.34,1836726.06,0.00,628987.94,979333.44,787902.31,888060.46
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,380412.56,351132.72,1434113.06,0.00,511598.27,979333.44,783180.13,889620.37
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,359760.56,366653.19,1346656.38,0.00,486278.69,979333.44,778191.19,891127.85
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,403008.81,271054.91,1486591.69,0.00,547409.18,979333.44,774499.73,892538.73
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,381142.03,286334.47,1428527.88,0.00,520333.62,979333.44,770365.56,893950.50
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,304522.84,312879.09,1272508.09,0.00,417842.30,979333.44,764723.32,895317.08
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,288590.41,314336.09,1212064.56,0.00,397989.81,979333.44,758952.01,896639.25
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,332373.47,227778.78,1351791.63,0.00,460644.75,979333.44,754436.77,897890.93
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,309730.81,234336.70,1201824.06,0.00,431441.26,979333.44,749515.34,899131.86
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,235562.72,255905.34,985881.50,0.00,329792.92,979333.44,743216.08,900335.53
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,213208.25,257126.72,904681.41,0.00,300043.38,979333.44,736515.81,901529.89
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,249411.47,169379.28,956379.91,0.00,352674.88,979333.44,731210.18,902605.33
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,225077.75,176565.38,991863.81,0.00,319880.79,979333.44,725284.44,903710.70
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,149062.44,197892.69,646098.61,0.00,212945.80,979333.44,717852.48,904807.68
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,134013.73,206314.05,589297.34,0.00,192408.29,979333.44,710575.85,905839.75
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-05-05,18.244098,170968.33,121402.65,578762.63,0.00,246656.24,979333.44,704445.15,906810.97
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-08-07,18.501632,153713.61,130975.36,580534.73,0.00,222912.29,979333.44,697742.43,907820.45
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-11-06,18.750947,77067.09,145945.14,357105.01,0.00,112321.86,979333.44,689958.60,908771.30
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-02-05,19.000262,60961.07,157588.23,320556.63,0.00,89293.84,979333.44,682076.88,909697.19
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-05-07,19.249577,84240.45,57822.14,341760.81,0.00,124011.86,979333.44,674848.98,910599.10
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-08-06,19.498892,63840.44,62256.75,305997.77,0.00,94452.19,979333.44,667427.96,911477.94
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8137.55,100864.72,70258.09,0.00,12099.94,979333.44,659154.65,912334.60
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,2575.61,120436.53,11713.41,0.00,3849.17,979333.44,650904.59,913178.09
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,979333.44,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,979333.44,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,979333.44,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,979333.44,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,979333.44,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,979333.44,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,979333.44,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,979333.44,0.00,0.00
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,78228.28,0.00,78228.28,78228.28,78228.28,78228.28,78228.28,78228.28
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,277445.88,189856.98,1046063.77,0.00,278840.25,278840.25,278840.25,278840.25
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,354617.97,270297.88,1261172.38,0.00,358222.15,358222.15,318967.36,318967.36
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,377003.66,385331.56,1624055.69,0.00,382814.55,382814.55,340712.42,340712.42
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,485482.56,503121.56,1713964.63,0.00,495432.77,495432.77,379107.58,379107.58
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,641027.06,453592.25,2431606.63,0.00,657358.01,657358.01,433030.23,433030.23
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,673815.88,497684.38,2343142.63,0.00,694569.22,694569.22,477884.93,477884.93
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,601234.38,536170.19,2277743.69,0.00,622850.39,694569.22,498526.37,508738.32
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,633109.44,564519.63,2348345.50,0.00,659133.88,694569.22,518544.69,531900.51
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,756403.88,475027.72,2633601.31,0.00,791440.52,791440.52,548789.06,560664.69
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,777775.13,519513.78,2918656.09,0.00,817879.85,817879.85,575636.31,586327.11
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,726801.56,570605.63,3027111.75,0.00,768107.92,817879.85,593097.18,607333.38
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,678117.06,573956.56,2684771.00,0.00,720287.49,817879.85,603782.55,625021.58
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,767972.44,452950.94,2969103.25,0.00,819773.66,819773.66,620185.62,639811.69
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,773979.31,498279.97,3002483.38,0.00,830326.05,830326.05,635171.00,653397.51
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,710800.00,607713.13,2737774.63,0.00,766410.70,830326.05,643996.44,665295.38
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,727006.44,674092.44,2780656.19,0.00,787856.72,830326.05,653052.19,675683.76
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,799564.25,533468.06,2533753.31,0.00,870781.98,870781.98,665662.02,686982.89
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,802586.44,530616.38,2581844.50,0.00,878501.76,878501.76,677558.29,697687.47
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,756767.88,610437.25,3028305.94,0.00,832546.09,878501.76,685762.48,707258.76
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,738090.69,621053.13,2938091.73,0.00,816112.67,878501.76,692322.09,715876.22
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,879794.00,579897.06,3234817.50,0.00,977562.62,977562.62,705584.96,728043.90
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,851436.81,605881.94,3066731.38,0.00,950847.38,977562.62,716832.75,739486.88
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,756546.19,611071.25,2920762.75,0.00,849158.21,977562.62,722635.13,749926.33
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,759587.88,641619.56,2722402.31,0.00,856985.91,977562.62,728396.27,759687.68
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,848757.06,542851.00,3163442.88,0.00,962176.08,977562.62,737320.35,768004.63
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,840476.50,560464.19,2865453.13,0.00,957616.22,977562.62,745867.97,776135.61
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,765410.25,617603.63,2902201.69,0.00,876602.44,977562.62,750853.19,783816.50
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,760002.56,635803.31,3019119.00,0.00,874771.06,977562.62,755264.81,790714.09
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,810720.81,554143.81,3082108.31,0.00,937669.96,977562.62,761335.57,796932.73
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,811927.69,559766.19,3104671.38,0.00,943927.29,977562.62,767604.02,803133.83
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,761347.63,607742.19,2885523.13,0.00,889559.70,977562.62,771526.81,808744.47
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,791568.25,649634.69,2857485.00,0.00,929504.28,977562.62,776444.91,814000.05
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,829847.88,550688.75,3162031.38,0.00,979337.34,979337.34,782560.58,818983.72
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,790084.75,525752.94,2692362.56,0.00,937083.58,979337.34,787082.00,823675.74
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,747035.13,558066.06,2785224.50,0.00,890513.10,979337.34,790053.78,828148.21
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,726876.25,554661.56,3059203.31,0.00,870872.26,979337.34,792313.29,832375.14
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,798112.69,459813.00,3292396.16,0.00,960907.18,979337.34,796760.37,836251.63
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,794486.81,488557.38,3316501.50,0.00,961388.12,979337.34,801130.06,840049.53
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,689685.94,501906.31,2796533.56,0.00,838799.67,979337.34,802104.06,843651.03
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,666093.38,529405.50,2937921.63,0.00,814210.82,979337.34,802409.21,847070.97
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,732507.69,450252.75,3181146.75,0.00,899781.65,979337.34,804726.92,850219.25
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,743339.69,497445.94,3021784.25,0.00,917713.35,979337.34,807440.18,853319.90
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,671899.50,525108.56,2828960.23,0.00,833717.29,979337.34,808056.40,856275.11
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,673615.88,528869.31,3077650.19,0.00,840081.85,979337.34,808790.22,859094.90
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,731588.88,440915.44,3193069.69,0.00,916852.73,979337.34,811133.62,861702.44
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,687405.94,445599.75,2821806.75,0.00,865845.80,979337.34,812333.20,864281.60
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,593419.44,472041.88,2179416.31,0.00,751248.82,979337.34,811022.65,866750.09
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,586868.00,493306.75,2171350.88,0.00,746801.14,979337.34,809646.49,869162.65
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,649029.88,401679.34,2418055.06,0.00,829905.33,979337.34,810044.25,871325.83
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,626461.06,413517.88,2494586.31,0.00,805193.73,979337.34,809944.61,873544.60
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,533260.75,433148.28,2157888.94,0.00,688837.52,979337.34,807583.19,875607.41
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,510911.78,435203.97,2053587.50,0.00,663275.55,979337.34,804820.36,877593.37
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,557737.25,345316.41,2087369.56,0.00,727693.69,979337.34,803369.08,879507.87
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,524100.91,353203.78,1834169.88,0.00,687234.19,979337.34,801224.15,881351.65
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,448596.25,380360.41,1724801.69,0.00,591175.40,979337.34,797415.04,883128.56
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,431376.38,391701.81,1758839.81,0.00,571362.63,979337.34,793345.29,884860.66
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,480958.75,299998.28,1767595.38,0.00,640192.12,979337.34,790694.61,886495.80
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,470144.94,321935.13,1837174.19,0.00,628934.10,979337.34,787912.54,888092.56
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,380470.78,351212.56,1434236.38,0.00,511551.58,979337.34,783189.38,889651.98
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,359823.75,366738.50,1346841.00,0.00,486242.24,979337.34,778199.67,891158.99
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,403072.91,271122.34,1486811.56,0.00,547355.71,979337.34,774507.23,892569.44
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,381209.56,286406.00,1428739.00,0.00,520288.91,979337.34,770372.21,893980.78
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,304570.38,312949.75,1272669.75,0.00,417794.96,979337.34,764729.10,895346.94
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,288639.03,314407.63,1212215.44,0.00,397947.10,979337.34,758957.04,896668.70
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,332432.06,227839.38,1351971.94,0.00,460596.10,979337.34,754440.98,897919.99
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,309788.69,234396.16,1202059.56,0.00,431397.55,979337.34,749518.82,899160.53
