#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,763274.25,608733.31,2932726.75,0.00,856725.88,985695.64,730826.80,758288.30
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,766102.63,639289.44,2730839.69,0.00,864357.76,985695.64,736552.79,768039.83
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,855547.31,540840.75,3171788.00,0.00,969903.88,985695.64,745460.51,776348.41
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,846880.00,558144.00,2883388.09,0.00,964948.37,985695.64,753976.78,784471.22
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,771834.31,615669.13,2917409.56,0.00,883998.58,985695.64,758934.82,792144.39
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,765369.81,632935.19,3026723.94,0.00,880992.98,985695.64,763280.23,799035.04
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,816505.25,552017.81,3097082.88,0.00,944413.31,985695.64,769308.65,805247.42
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,817835.56,557886.50,3112038.00,0.00,950855.18,985695.64,775541.22,811442.29
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,766685.19,605528.13,2909375.38,0.00,895857.84,985695.64,779411.30,817047.28
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,796764.19,647543.75,2871485.50,0.00,935675.95,985695.64,784276.07,822297.58
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,835312.94,548989.81,3180603.50,0.00,985867.13,985867.13,790352.51,827227.96
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,795935.25,524477.69,2705361.25,0.00,944105.35,985867.13,794851.39,831869.81
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,752714.94,556583.88,2793956.31,0.00,897368.16,985867.13,797796.91,836294.47
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,732419.81,553128.19,3065848.19,0.00,877601.98,985867.13,800028.09,840476.20
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,803606.25,458347.84,3305071.41,0.00,967624.17,985867.13,804448.84,844311.24
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,799784.25,487024.22,3329215.50,0.00,967907.49,985867.13,808787.50,848068.54
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,694379.50,499865.25,2818365.25,0.00,844608.54,985867.13,809713.71,851631.53
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,670830.75,527628.13,2956222.06,0.00,820104.37,985867.13,809975.60,855014.92
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,737498.69,448984.06,3191139.25,0.00,906031.45,985867.13,812261.98,858129.53
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,747921.31,496098.94,3036773.00,0.00,923496.98,985867.13,814933.17,861197.02
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,676226.25,523533.91,2845328.95,0.00,839206.98,985867.13,815502.42,864120.65
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,677484.88,527042.06,3085377.81,0.00,845034.04,985867.13,816179.09,866910.29
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,735677.13,439518.09,3201040.19,0.00,922120.57,985867.13,818476.50,869489.95
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,691186.63,444057.34,2827074.63,0.00,870749.64,985867.13,819622.60,872041.53
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,596798.81,470279.03,2184556.81,0.00,755654.83,985867.13,818250.18,874483.63
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,590212.69,491634.03,2176299.06,0.00,751189.17,985867.13,816813.18,876870.40
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,652806.75,400548.47,2424957.38,0.00,834886.33,985867.13,817168.03,879010.45
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,630172.31,412506.22,2501118.13,0.00,810116.18,985867.13,817023.17,881205.49
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,536812.19,432097.53,2172683.06,0.00,693559.86,985867.13,814615.81,883246.25
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,514261.38,434124.19,2055914.12,0.00,667757.96,985867.13,811804.15,885210.97
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,561243.44,344551.34,2091469.44,0.00,732419.78,985867.13,810310.38,887105.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,527204.44,352231.16,1838027.88,0.00,691451.03,985867.13,808115.14,888929.07
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,451297.19,379112.19,1729148.44,0.00,594865.22,985867.13,804247.98,890686.98
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,433980.31,390505.16,1765611.13,0.00,574941.26,985867.13,800119.64,892400.56
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,483498.63,298895.50,1771365.44,0.00,643722.06,985867.13,797412.81,894018.22
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,472565.91,320924.06,1845073.41,0.00,632323.22,985867.13,794573.48,895597.91
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,382532.19,350020.84,1437658.25,0.00,514448.85,985867.13,789786.00,897140.66
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,361832.09,365669.13,1352539.88,0.00,489078.75,985867.13,784733.11,898631.56
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,405060.84,270165.41,1492137.50,0.00,550196.47,985867.13,780981.60,900026.93
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,383081.91,285508.53,1433865.19,0.00,522981.95,985867.13,776785.07,901423.17
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,306269.03,312022.41,1277869.97,0.00,420238.28,985867.13,771078.43,902774.73
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,290187.41,313468.13,1217380.25,0.00,400192.19,985867.13,765241.78,904082.35
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,334008.47,227098.88,1356771.31,0.00,462910.72,985867.13,760665.63,905320.27
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,311287.16,233703.06,1210580.16,0.00,433609.17,985867.13,755682.32,906547.55
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,237029.69,255308.59,990722.34,0.00,331846.71,985867.13,749321.33,907737.99
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,214396.09,256382.30,908595.22,0.00,301715.00,985867.13,742554.03,908919.21
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,250643.83,168847.58,957893.91,0.00,354417.48,985867.13,737189.02,909982.82
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,226185.39,176065.16,995059.88,0.00,321454.98,985867.13,731199.83,911076.04
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,149961.89,197329.25,649007.28,0.00,214230.73,985867.13,723700.70,912160.95
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,134762.17,205750.14,591008.53,0.00,193482.86,985867.13,716357.96,913181.67
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-05-05,18.244098,171785.13,121064.36,581069.59,0.00,247834.64,985867.13,710166.42,914142.21
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-08-07,18.501632,154398.98,130655.39,581981.69,0.00,223906.21,985867.13,703397.90,915140.59
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2034-11-06,18.750947,77589.81,145588.64,359877.98,0.00,113083.70,985867.13,695549.01,916080.98
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-02-05,19.000262,61335.58,157241.86,321608.23,0.00,89842.42,985867.13,687601.13,916996.69
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-05-07,19.249577,84672.66,57684.21,342512.84,0.00,124648.13,985867.13,680309.92,917888.68
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-08-06,19.498892,64133.50,62115.45,307144.59,0.00,94885.77,985867.13,672824.62,918757.86
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8213.17,100651.88,70759.06,0.00,12212.38,985867.13,664484.59,919605.10
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,2592.75,120302.87,11625.93,0.00,3874.79,985867.13,656167.75,920439.31
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,985867.13,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,985867.13,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,985867.13,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,985867.13,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,985867.13,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,985867.13,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,985867.13,0.00,0.00
Up,false,IndexCurve/USD-LIBOR-3M/1/5Y,0.00010000,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,985867.13,0.00,0.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,79018.89,0.00,79018.89,79018.89,79018.89,79018.89,79018.89,79018.89
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,279362.31,190922.63,1053984.56,0.00,280759.37,280759.37,280759.37,280759.37
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,356819.59,271639.06,1265079.47,0.00,360428.16,360428.16,321031.51,321031.51
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,379453.91,387088.13,1634614.19,0.00,385273.43,385273.43,342911.00,342911.00
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,488613.31,505595.97,1728415.98,0.00,498577.71,498577.71,381541.01,381541.01
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,644983.88,455870.59,2444457.50,0.00,661353.33,661353.33,435766.34,435766.34
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,677927.06,500261.19,2361070.50,0.00,698745.72,698745.72,480868.07,480868.07
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,605491.56,538975.63,2286916.44,0.00,627209.55,698745.72,501705.45,511891.39
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,637127.00,567082.69,2361092.50,0.00,663266.70,698745.72,521842.64,535181.14
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,761069.56,477005.56,2641937.94,0.00,796267.36,796267.36,552256.45,564116.68
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,782520.88,521740.72,2926475.88,0.00,822818.68,822818.68,579250.51,589927.44
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,731586.06,573004.44,3036903.38,0.00,773120.70,822818.68,596838.25,611055.14
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,682613.31,576438.69,2694888.69,0.00,725026.98,822818.68,607607.51,628845.59
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,773060.88,454895.03,2981349.88,0.00,825169.02,825169.02,624129.83,643755.03
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,779082.25,500544.16,3020960.00,0.00,835768.92,835768.92,639222.08,657447.78
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,716031.63,610812.94,2762116.53,0.00,772027.37,835768.92,648152.81,669439.30
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,732131.63,677559.50,2789744.88,0.00,793390.97,835768.92,657295.29,679909.45
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,804544.56,535564.88,2557365.34,0.00,876189.24,876189.24,669972.55,691277.01
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,807681.00,532881.81,2600062.25,0.00,884067.08,884067.08,681938.95,702052.64
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,762046.56,613253.25,3053473.66,0.00,838348.08,884067.08,690218.37,711687.46
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,742814.69,623629.00,2964962.67,0.00,821335.99,884067.08,696816.60,720362.12
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,885558.19,582591.19,3262058.78,0.00,983973.37,983973.37,710168.58,732619.29
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,856887.75,608686.31,3085313.38,0.00,956946.61,983973.37,721485.87,744146.45
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,761667.44,613654.94,2939290.84,0.00,854922.39,983973.37,727336.97,754662.69
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,764561.50,644451.56,2731189.31,0.00,862619.00,983973.37,733138.04,764495.84
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,854021.56,545002.44,3173563.50,0.00,968174.24,983973.37,742110.09,772873.96
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,845126.44,562265.50,2891302.84,0.00,962950.34,983973.37,750678.83,781064.75
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,770690.56,620520.31,2913816.63,0.00,882688.66,983973.37,755712.68,788802.14
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,764131.75,637783.00,3027939.56,0.00,879567.91,983973.37,760122.07,795750.47
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,815443.19,556190.38,3092798.13,0.00,943184.86,983973.37,766214.71,802014.85
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,816333.56,561544.06,3114282.44,0.00,949108.94,983973.37,772493.55,808261.56
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,765621.50,609531.00,2908205.38,0.00,894614.98,983973.37,776421.68,813913.46
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,795688.13,651395.31,2869409.75,0.00,934412.26,983973.37,781340.18,819207.71
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,834578.19,552447.75,3182267.88,0.00,985000.01,985000.01,787478.98,824205.09
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,794538.00,527343.56,2702349.25,0.00,942447.94,985000.01,792013.45,828910.02
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,751797.19,559901.50,2793926.06,0.00,896274.02,985000.01,795009.07,833394.81
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,731280.88,556275.81,3067131.25,0.00,876237.24,985000.01,797280.03,837633.36
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,802986.00,461153.78,3304547.63,0.00,966877.37,985000.01,801753.58,841520.52
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,798862.88,489777.22,3330324.13,0.00,966792.44,985000.01,806134.17,845328.87
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,693834.06,503182.88,2816538.25,0.00,843945.11,985000.01,807111.83,848940.28
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,670103.81,531009.38,2941031.88,0.00,819215.66,985000.01,807416.91,852369.64
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,737072.31,451881.38,3196221.50,0.00,905507.67,985000.01,809751.72,855526.58
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,747711.75,499283.19,3037687.88,0.00,923238.20,985000.01,812476.99,858635.76
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,675803.63,526786.44,2845559.94,0.00,838682.55,985000.01,813091.53,861599.11
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,677253.81,530379.38,3085360.25,0.00,844745.80,985000.01,813816.84,864426.66
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,735954.38,442530.25,3202006.19,0.00,922468.09,985000.01,816173.01,867041.37
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,691162.13,447052.97,2830956.06,0.00,870718.80,985000.01,817368.94,869627.63
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,596810.63,473519.66,2190132.25,0.00,755669.78,985000.01,816045.20,872102.92
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,589813.63,494601.34,2180439.44,0.00,750681.28,985000.01,814644.56,874522.12
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,652543.13,402816.22,2434282.50,0.00,834549.20,985000.01,815035.37,876691.25
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,629774.63,414795.47,2511323.25,0.00,809604.92,985000.01,814923.81,878916.12
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,536310.75,434434.41,2171535.56,0.00,692911.97,985000.01,812544.75,880984.61
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,513654.94,436432.78,2053379.20,0.00,666970.53,985000.01,809757.67,882976.03
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,561138.25,346614.63,2095973.31,0.00,732282.48,985000.01,808299.83,884895.80
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,526830.31,354261.56,1841057.38,0.00,690960.34,985000.01,806132.65,886744.66
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,450913.59,381293.28,1736017.81,0.00,594359.62,985000.01,802292.28,888526.46
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,433649.13,392866.13,1767430.88,0.00,574502.47,985000.01,798191.25,890263.32
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,483344.63,300639.88,1779763.56,0.00,643517.02,985000.01,795514.25,891902.97
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,472404.69,322772.91,1840132.09,0.00,632107.50,985000.01,792703.86,893504.12
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,382359.28,352084.53,1444528.44,0.00,514216.32,985000.01,787944.36,895067.83
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,361342.53,367587.50,1354237.06,0.00,488417.02,985000.01,782911.29,896578.99
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,404955.41,271713.63,1494418.31,0.00,550053.28,985000.01,779186.63,897993.32
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,382763.56,287017.84,1436046.13,0.00,522547.33,985000.01,775012.23,899408.54
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,306111.97,313839.91,1280276.53,0.00,420022.78,985000.01,769330.52,900778.46
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,289987.69,315283.06,1219554.81,0.00,399916.74,985000.01,763517.04,902103.86
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,333877.22,228279.08,1359775.88,0.00,462728.83,985000.01,758964.24,903358.59
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,311029.09,234936.38,1206651.06,0.00,433249.72,985000.01,754001.38,904602.55
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,236795.78,256682.34,992695.38,0.00,331519.23,985000.01,747660.70,905809.17
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,214054.53,257751.05,910265.34,0.00,301234.33,985000.01,740911.24,907006.44
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,250629.38,169859.64,962283.84,0.00,354397.04,985000.01,735568.66,908084.51
Up,false,FXSpot/USDEUR/0/spot,0.00883129,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,226089.63,177144.14,996621.53,0.00,321318.87,985000.01,729600.85,909192.58
