#Scenario,TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
BASE,BermSwp,2016-02-05,0.000000,52289,0,0,0,52289,52289,52289,52289.17,52289.17
BASE,BermSwp,2016-05-05,0.245902,52223,0,0,0,64512,52484,52484,52484.37,52484.37
BASE,BermSwp,2016-08-05,0.497268,51963,0,0,0,69909,52488,52488,52486.31,52486.31
BASE,BermSwp,2016-11-07,0.754098,52278,0,0,0,77578,53080,53080,52688.34,52688.34
BASE,BermSwp,2017-02-06,1.003002,52006,0,0,0,82795,53067,53080,52782.20,52785.42
BASE,BermSwp,2017-05-05,1.244098,51961,0,0,0,81720,53279,53279,52878.54,52881.13
BASE,BermSwp,2017-08-07,1.501632,51963,0,0,0,87730,53559,53559,52995.18,52997.33
BASE,BermSwp,2017-11-06,1.750947,51600,0,0,0,93642,53451,53559,53060.09,53077.26
BASE,BermSwp,2018-02-05,2.000262,51802,0,0,0,99730,53928,53928,53168.22,53183.24
BASE,BermSwp,2018-05-07,2.249577,51392,0,0,0,105088,53769,53928,53234.83,53265.74
BASE,BermSwp,2018-08-06,2.498892,50993,0,0,0,100993,53619,53928,53273.19,53331.77
BASE,BermSwp,2018-11-05,2.748207,51092,0,0,0,101613,53992,53992,53338.41,53391.68
BASE,BermSwp,2019-02-05,3.000262,50294,0,0,0,102902,53419,53992,53345.20,53442.12
BASE,BermSwp,2019-05-06,3.246837,50035,0,0,0,102890,53408,53992,53349.96,53483.89
BASE,BermSwp,2019-08-05,3.496152,49480,0,0,0,104752,53080,53992,53330.73,53520.14
BASE,BermSwp,2019-11-05,3.748207,49057,0,0,0,112204,52894,53992,53301.35,53551.88
BASE,BermSwp,2020-02-05,4.000000,48957,0,0,0,117531,53053,53992,53285.75,53579.59
BASE,BermSwp,2020-05-05,4.245902,48727,0,0,0,108312,53066,53992,53273.04,53603.48
BASE,BermSwp,2020-08-05,4.497268,49192,0,0,0,112680,53844,53992,53304.98,53625.21
BASE,BermSwp,2020-11-05,4.748634,49104,0,0,0,122990,54021,54021,53342.88,53646.16
BASE,BermSwp,2021-02-05,5.000262,49288,0,0,0,114242,54498,54498,53400.98,53689.00
BASE,BermSwp,2021-05-05,5.244098,49750,0,0,0,136203,55279,55279,53488.30,53762.93
BASE,BermSwp,2021-08-05,5.496152,48531,0,0,0,121927,54197,55279,53520.82,53832.45
BASE,BermSwp,2021-11-05,5.748207,48402,0,0,0,125369,54328,55279,53556.22,53895.87
BASE,BermSwp,2022-02-07,6.005741,48764,0,0,0,129481,55018,55279,53618.92,53955.18
BASE,BermSwp,2022-05-05,6.244098,48851,0,0,0,135354,55381,55381,53686.17,54009.59
BASE,BermSwp,2022-08-05,6.496152,48913,0,0,0,141711,55732,55732,53765.54,54076.41
BASE,BermSwp,2022-11-07,6.753687,49195,0,0,0,141781,56344,56344,53863.86,54162.88
BASE,BermSwp,2023-02-06,7.003002,49480,0,0,0,164834,56955,56955,53973.90,54262.27
BASE,BermSwp,2023-05-05,7.244098,48905,0,0,0,155904,56566,56955,54060.16,54351.87
BASE,BermSwp,2023-08-07,7.501632,48596,0,0,0,149729,56500,56955,54143.93,54441.22
BASE,BermSwp,2023-11-06,7.750947,48910,0,0,0,151076,57150,57150,54240.63,54528.36
BASE,BermSwp,2024-02-05,8.000000,49146,0,0,0,145924,57714,57714,54348.77,54627.54
BASE,BermSwp,2024-05-06,8.248634,47720,0,0,0,168032,56321,57714,54408.21,54720.58
BASE,BermSwp,2024-08-05,8.497268,46972,0,0,0,155756,55716,57714,54446.48,54808.17
BASE,BermSwp,2024-11-05,8.748634,46882,0,0,0,163780,55892,57714,54488.01,54891.66
BASE,BermSwp,2025-02-05,9.000262,46939,0,0,0,194570,56244,57714,54537.10,54970.57
BASE,BermSwp,2025-05-05,9.244098,47053,0,0,0,175051,56657,57714,54593.02,55042.94
BASE,BermSwp,2025-08-05,9.496152,47847,0,0,0,169085,57905,57905,54680.94,55118.91
BASE,BermSwp,2025-11-05,9.748207,47150,0,0,0,168601,57351,57905,54749.97,55190.96
BASE,BermSwp,2026-02-05,10.000262,46664,0,0,0,170187,57048,57905,54807.89,55259.37
BASE,BermSwp,2026-05-05,10.244098,46708,0,0,0,163363,57382,57905,54869.16,55322.35
BASE,BermSwp,2026-08-05,10.496152,47514,0,0,0,170196,58668,58668,54960.38,55402.68
BASE,BermSwp,2026-11-05,10.748207,43984,0,0,0,167677,54585,58668,54951.57,55479.25
BASE,BermSwp,2027-02-05,11.000262,45131,174,0,0,190611,56292,58668,54982.29,55552.31
BASE,BermSwp,2027-05-05,11.244098,46095,331,0,0,167184,57777,58668,55042.89,55619.87
BASE,BermSwp,2027-08-05,11.496152,45374,494,0,0,172107,57161,58668,55089.33,55686.70
BASE,BermSwp,2027-11-05,11.748207,39208,733,0,0,161522,49644,58668,54972.51,55750.66
BASE,BermSwp,2028-02-07,12.005464,41175,927,0,0,177661,52405,58668,54917.48,55813.17
BASE,BermSwp,2028-05-05,12.245902,41287,477,0,0,167380,52803,58668,54875.96,55869.22
BASE,BermSwp,2028-08-07,12.502732,39932,483,0,0,165997,51335,58668,54803.22,55926.70
BASE,BermSwp,2028-11-06,12.751366,33492,783,0,0,134765,43271,58668,54578.36,55980.15
BASE,BermSwp,2029-02-05,13.000262,33305,1111,0,0,121850,43246,58668,54361.40,56031.61
BASE,BermSwp,2029-05-07,13.249577,33710,999,0,0,128138,43991,58668,54166.27,56081.21
BASE,BermSwp,2029-08-06,13.498892,34279,926,0,0,129548,44958,58668,53996.20,56128.98
BASE,BermSwp,2029-11-05,13.748207,29710,1436,0,0,111244,39162,58668,53727.20,56175.02
BASE,BermSwp,2030-02-05,14.000262,29968,1341,0,0,112731,39703,58668,53474.70,56219.90
BASE,BermSwp,2030-05-06,14.246837,29822,1188,0,0,105178,39705,58668,53236.39,56262.27
BASE,BermSwp,2030-08-05,14.496152,30711,1629,0,0,110893,41093,58668,53027.53,56303.64
BASE,BermSwp,2030-11-05,14.748207,24828,1947,0,0,85742,33390,58668,52691.92,56344.04
BASE,BermSwp,2031-02-05,15.000262,25137,1879,0,0,94616,33977,58668,52377.45,56383.09
BASE,BermSwp,2031-05-05,15.244098,25997,1412,0,0,88835,35312,58668,52104.48,56419.63
BASE,BermSwp,2031-08-05,15.496152,26162,1711,0,0,102105,35716,58668,51837.91,56456.20
BASE,BermSwp,2031-11-05,15.748207,20416,2584,0,0,84577,28014,58668,51456.59,56491.60
BASE,BermSwp,2032-02-05,16.000000,20371,2950,0,0,85611,28093,58668,51088.92,56525.85
BASE,BermSwp,2032-05-05,16.245902,21509,2228,0,0,79397,29810,58668,50766.84,56558.27
BASE,BermSwp,2032-08-05,16.497268,21616,2128,0,0,79393,30110,58668,50452.10,56590.41
BASE,BermSwp,2032-11-05,16.748634,15550,2920,0,0,62047,21770,58668,50021.63,56621.59
BASE,BermSwp,2033-02-07,17.005741,15830,3235,0,0,63989,22278,58668,49602.18,56652.52
BASE,BermSwp,2033-05-05,17.244098,16795,1858,0,0,62915,23748,58668,49244.81,56680.38
BASE,BermSwp,2033-08-05,17.496152,16557,1613,0,0,61946,23531,58668,48874.38,56709.01
BASE,BermSwp,2033-11-07,17.753687,10541,2290,0,0,45954,15059,58668,48383.85,56737.42
BASE,BermSwp,2034-02-06,18.003002,10603,2308,0,0,47426,15223,58668,47924.62,56764.16
BASE,BermSwp,2034-05-05,18.244098,11078,1085,0,0,42757,15982,58668,47502.49,56789.31
BASE,BermSwp,2034-08-07,18.501632,11091,1163,0,0,43939,16084,58668,47065.15,56815.46
BASE,BermSwp,2034-11-06,18.750947,5421,2449,0,0,25368,7900,58668,46544.41,56840.09
BASE,BermSwp,2035-02-05,19.000262,5371,2601,0,0,27901,7867,58668,46036.90,56864.07
BASE,BermSwp,2035-05-07,19.249577,5388,835,0,0,22075,7932,58668,45543.37,56887.43
BASE,BermSwp,2035-08-06,19.498892,5419,874,0,0,22656,8018,58668,45063.57,56910.20
BASE,BermSwp,2035-11-05,19.748207,551,2667,0,0,4498,819,58668,44504.99,56932.38
BASE,BermSwp,2036-02-05,20.000000,551,2667,0,0,4498,823,58668,43955.06,56954.23
